ddradID,altID,population_number,population_name,Country,Treatment,X1Ovi_Egg,X1Ovi_Dead,X1Ovi_Living,X2Ovi_Egg,X2Ovi_Dead,X2Ovi_Living,Pigmentation,LegLength,X1Ovi_LegLength,X2Ovi_LegLength,X1Ovi_mass,X2Ovi_mass,annMeanTemp,meanDiurnRange,isothermality,tempSeasonality,maxTempWarmestMonth,minTempColdestMonth,tempAnnRange,meanTempWettestQuarter,meanTempDriestQuarter,meanTempWarmestQuarter,meanTempColdestQuarter,annPrecip,precipWettestMonth,precipDriestMonth,precipSeasonality,precipWettestQuarter,precipDriestQuarter,precipWarmestQuarter,precipColdestQuarter
E18-PJ-13_trimmed.sorted,E18-Pulgoja-13,40,Pulgoja,Estonia,Estonia,0,2,147,0,4,69,0.51,2895.96,573.2133,570.8233,0.3508667,0.3405333,5.66666650772095,6.96666622161865,23.3780765533447,832.41796875,21.3999996185303,-8.39999961853027,29.7999992370605,6.58333301544189,-0.916666507720947,16.0666656494141,-4.26666641235352,647,74,27,32.5226554870605,216,95,196,127
E18-PJ-14_trimmed.sorted,E18-Pulgoja-14,40,Pulgoja,Estonia,France,0,3,93,0,6,114,0.28,4964.43,547.03,512.6807,0.2504667,0.2329333,5.66666650772095,6.96666622161865,23.3780765533447,832.41796875,21.3999996185303,-8.39999961853027,29.7999992370605,6.58333301544189,-0.916666507720947,16.0666656494141,-4.26666641235352,647,74,27,32.5226554870605,216,95,196,127
E18-PJ-16_trimmed.sorted,E18-Pulgoja-16,40,Pulgoja,Estonia,France,0,0,133,68,9,1,0.5,4213.08,546.594,,0.2448667,0.23,5.66666650772095,6.96666622161865,23.3780765533447,832.41796875,21.3999996185303,-8.39999961853027,29.7999992370605,6.58333301544189,-0.916666507720947,16.0666656494141,-4.26666641235352,647,74,27,32.5226554870605,216,95,196,127
E18-PJ-18_trimmed.sorted,E18-Pulgoja-18,40,Pulgoja,Estonia,France,0,24,190,2,3,132,0.27,5766.8,583.554,577.3553,0.2913333,0.3088,5.66666650772095,6.96666622161865,23.3780765533447,832.41796875,21.3999996185303,-8.39999961853027,29.7999992370605,6.58333301544189,-0.916666507720947,16.0666656494141,-4.26666641235352,647,74,27,32.5226554870605,216,95,196,127
E18-PJ-3_trimmed.sorted,E18-Pulgoja-3,40,Pulgoja,Estonia,Estonia,108,3,0,,,,0.75,6382.91,,,,,5.66666650772095,6.96666622161865,23.3780765533447,832.41796875,21.3999996185303,-8.39999961853027,29.7999992370605,6.58333301544189,-0.916666507720947,16.0666656494141,-4.26666641235352,647,74,27,32.5226554870605,216,95,196,127
E18-PJ-4_trimmed.sorted,E18-Pulgoja-4,40,Pulgoja,Estonia,France,1,2,261,1,4,142,0.69,6255.81,577.6813,523.812,0.2987333,0.2494,5.66666650772095,6.96666622161865,23.3780765533447,832.41796875,21.3999996185303,-8.39999961853027,29.7999992370605,6.58333301544189,-0.916666507720947,16.0666656494141,-4.26666641235352,647,74,27,32.5226554870605,216,95,196,127
E18-PJ-6_trimmed.sorted,E18-Pulgoja-6,40,Pulgoja,Estonia,France,0,51,254,1,0,140,0.38,6930.47,555.4507,554.414,0.2990667,0.3227333,5.66666650772095,6.96666622161865,23.3780765533447,832.41796875,21.3999996185303,-8.39999961853027,29.7999992370605,6.58333301544189,-0.916666507720947,16.0666656494141,-4.26666641235352,647,74,27,32.5226554870605,216,95,196,127
E18-PJ-7_trimmed.sorted,E18-Pulgoja-7,40,Pulgoja,Estonia,Estonia,1,5,115,12,35,24,0.48,2972.6,581.9373,574.57,0.3139333,0.343,5.66666650772095,6.96666622161865,23.3780765533447,832.41796875,21.3999996185303,-8.39999961853027,29.7999992370605,6.58333301544189,-0.916666507720947,16.0666656494141,-4.26666641235352,647,74,27,32.5226554870605,216,95,196,127
E18-PJ-9_trimmed.sorted,E18-Pulgoja-9,40,Pulgoja,Estonia,France,0,6,164,8,112,7,0.63,6142.07,592.5587,,0.2989333,,5.66666650772095,6.96666622161865,23.3780765533447,832.41796875,21.3999996185303,-8.39999961853027,29.7999992370605,6.58333301544189,-0.916666507720947,16.0666656494141,-4.26666641235352,647,74,27,32.5226554870605,216,95,196,127
FrBuCB01_trimmed.sorted,FrBuCB01,7,Chalon Sur Saone,France,,,,,,,,,,,,,,10.8833332061768,8.41666698455811,33.1364822387695,637.998779296875,25.2000007629395,-0.200000002980232,25.4000015258789,11.0833330154419,4.46666669845581,18.8833332061768,3.20000004768372,838,86,51,14.3825416564941,236,175,208,192
FrBuCB03_trimmed.sorted,FrBuCB03,7,Chalon Sur Saone,France,,,,,,,,,,,,,,10.8833332061768,8.41666698455811,33.1364822387695,637.998779296875,25.2000007629395,-0.200000002980232,25.4000015258789,11.0833330154419,4.46666669845581,18.8833332061768,3.20000004768372,838,86,51,14.3825416564941,236,175,208,192
FrBuCB04_trimmed.sorted,FrBuCB04,7,Chalon Sur Saone,France,,,,,,,,,,,,,,10.8833332061768,8.41666698455811,33.1364822387695,637.998779296875,25.2000007629395,-0.200000002980232,25.4000015258789,11.0833330154419,4.46666669845581,18.8833332061768,3.20000004768372,838,86,51,14.3825416564941,236,175,208,192
FrBuCB05_trimmed.sorted,FrBuCB05,7,Chalon Sur Saone,France,,,,,,,,,,,,,,10.8833332061768,8.41666698455811,33.1364822387695,637.998779296875,25.2000007629395,-0.200000002980232,25.4000015258789,11.0833330154419,4.46666669845581,18.8833332061768,3.20000004768372,838,86,51,14.3825416564941,236,175,208,192
FrBuCB06_trimmed.sorted,FrBuCB06,7,Chalon Sur Saone,France,,,,,,,,,,,,,,10.8833332061768,8.41666698455811,33.1364822387695,637.998779296875,25.2000007629395,-0.200000002980232,25.4000015258789,11.0833330154419,4.46666669845581,18.8833332061768,3.20000004768372,838,86,51,14.3825416564941,236,175,208,192
FrBuCB07_trimmed.sorted,FrBuCB07,7,Chalon Sur Saone,France,,,,,,,,,,,,,,10.8833332061768,8.41666698455811,33.1364822387695,637.998779296875,25.2000007629395,-0.200000002980232,25.4000015258789,11.0833330154419,4.46666669845581,18.8833332061768,3.20000004768372,838,86,51,14.3825416564941,236,175,208,192
FrBuCB08_trimmed.sorted,FrBuCB08,7,Chalon Sur Saone,France,,,,,,,,,,,,,,10.8833332061768,8.41666698455811,33.1364822387695,637.998779296875,25.2000007629395,-0.200000002980232,25.4000015258789,11.0833330154419,4.46666669845581,18.8833332061768,3.20000004768372,838,86,51,14.3825416564941,236,175,208,192
FrBuCB09_trimmed.sorted,FrBuCB09,7,Chalon Sur Saone,France,,,,,,,,,,,,,,10.8833332061768,8.41666698455811,33.1364822387695,637.998779296875,25.2000007629395,-0.200000002980232,25.4000015258789,11.0833330154419,4.46666669845581,18.8833332061768,3.20000004768372,838,86,51,14.3825416564941,236,175,208,192
FrBuCB12_trimmed.sorted,FrBuCB12,7,Chalon Sur Saone,France,,,,,,,,,,,,,,10.8833332061768,8.41666698455811,33.1364822387695,637.998779296875,25.2000007629395,-0.200000002980232,25.4000015258789,11.0833330154419,4.46666669845581,18.8833332061768,3.20000004768372,838,86,51,14.3825416564941,236,175,208,192
FrBuCB13_trimmed.sorted,FrBuCB13,7,Chalon Sur Saone,France,,,,,,,,,,,,,,10.8833332061768,8.41666698455811,33.1364822387695,637.998779296875,25.2000007629395,-0.200000002980232,25.4000015258789,11.0833330154419,4.46666669845581,18.8833332061768,3.20000004768372,838,86,51,14.3825416564941,236,175,208,192
FrLrLA01_trimmed.sorted,FrLrLA01,6,Lyon,France,,,,,,,,,,,,,,11.8416662216187,8.73333358764648,33.3333320617676,641.793762207031,26.6000003814697,0.400000005960464,26.2000007629395,12.1333332061768,4.26666641235352,19.9833335876465,4.26666641235352,830,96,49,22.630802154541,259,156,200,156
FrLrLA03_trimmed.sorted,FrLrLA03,6,Lyon,France,,,,,,,,,,,,,,11.8416662216187,8.73333358764648,33.3333320617676,641.793762207031,26.6000003814697,0.400000005960464,26.2000007629395,12.1333332061768,4.26666641235352,19.9833335876465,4.26666641235352,830,96,49,22.630802154541,259,156,200,156
FrLrLA04_trimmed.sorted,FrLrLA04,6,Lyon,France,,,,,,,,,,,,,,11.8416662216187,8.73333358764648,33.3333320617676,641.793762207031,26.6000003814697,0.400000005960464,26.2000007629395,12.1333332061768,4.26666641235352,19.9833335876465,4.26666641235352,830,96,49,22.630802154541,259,156,200,156
FrLrLA05_trimmed.sorted,FrLrLA05,6,Lyon,France,,,,,,,,,,,,,,11.8416662216187,8.73333358764648,33.3333320617676,641.793762207031,26.6000003814697,0.400000005960464,26.2000007629395,12.1333332061768,4.26666641235352,19.9833335876465,4.26666641235352,830,96,49,22.630802154541,259,156,200,156
FrLrLA06_trimmed.sorted,FrLrLA06,6,Lyon,France,,,,,,,,,,,,,,11.8416662216187,8.73333358764648,33.3333320617676,641.793762207031,26.6000003814697,0.400000005960464,26.2000007629395,12.1333332061768,4.26666641235352,19.9833335876465,4.26666641235352,830,96,49,22.630802154541,259,156,200,156
FrLrLA09_trimmed.sorted,FrLrLA09,6,Lyon,France,,,,,,,,,,,,,,11.8416662216187,8.73333358764648,33.3333320617676,641.793762207031,26.6000003814697,0.400000005960464,26.2000007629395,12.1333332061768,4.26666641235352,19.9833335876465,4.26666641235352,830,96,49,22.630802154541,259,156,200,156
FrLrLA10_trimmed.sorted,FrLrLA10,6,Lyon,France,,,,,,,,,,,,,,11.8416662216187,8.73333358764648,33.3333320617676,641.793762207031,26.6000003814697,0.400000005960464,26.2000007629395,12.1333332061768,4.26666641235352,19.9833335876465,4.26666641235352,830,96,49,22.630802154541,259,156,200,156
FrLrLA12_trimmed.sorted,FrLrLA12,6,Lyon,France,,,,,,,,,,,,,,11.8416662216187,8.73333358764648,33.3333320617676,641.793762207031,26.6000003814697,0.400000005960464,26.2000007629395,12.1333332061768,4.26666641235352,19.9833335876465,4.26666641235352,830,96,49,22.630802154541,259,156,200,156
FrLrLA13_trimmed.sorted,FrLrLA13,6,Lyon,France,,,,,,,,,,,,,,11.8416662216187,8.73333358764648,33.3333320617676,641.793762207031,26.6000003814697,0.400000005960464,26.2000007629395,12.1333332061768,4.26666641235352,19.9833335876465,4.26666641235352,830,96,49,22.630802154541,259,156,200,156
FrLrLA15_trimmed.sorted,FrLrLA15,6,Lyon,France,,,,,,,,,,,,,,11.8416662216187,8.73333358764648,33.3333320617676,641.793762207031,26.6000003814697,0.400000005960464,26.2000007629395,12.1333332061768,4.26666641235352,19.9833335876465,4.26666641235352,830,96,49,22.630802154541,259,156,200,156
FrLrNA01_trimmed.sorted,FrLrNA01,5,Nimes,France,,,,,,,,,,,,,,14.8083333969116,9.83333301544189,35.1190490722656,649.600708007813,30.5,2.5,28,15.0833330154419,23.1833343505859,23.1833343505859,7.28333330154419,763,130,25,38.9396095275879,268,118,118,201
FrLrNA03_trimmed.sorted,FrLrNA03,5,Nimes,France,,,,,,,,,,,,,,14.8083333969116,9.83333301544189,35.1190490722656,649.600708007813,30.5,2.5,28,15.0833330154419,23.1833343505859,23.1833343505859,7.28333330154419,763,130,25,38.9396095275879,268,118,118,201
FrLrNA04_trimmed.sorted,FrLrNA04,5,Nimes,France,,,,,,,,,,,,,,14.8083333969116,9.83333301544189,35.1190490722656,649.600708007813,30.5,2.5,28,15.0833330154419,23.1833343505859,23.1833343505859,7.28333330154419,763,130,25,38.9396095275879,268,118,118,201
FrLrNA05_trimmed.sorted,FrLrNA05,5,Nimes,France,,,,,,,,,,,,,,14.8083333969116,9.83333301544189,35.1190490722656,649.600708007813,30.5,2.5,28,15.0833330154419,23.1833343505859,23.1833343505859,7.28333330154419,763,130,25,38.9396095275879,268,118,118,201
FrLrNA07_trimmed.sorted,FrLrNA07,5,Nimes,France,,,,,,,,,,,,,,14.8083333969116,9.83333301544189,35.1190490722656,649.600708007813,30.5,2.5,28,15.0833330154419,23.1833343505859,23.1833343505859,7.28333330154419,763,130,25,38.9396095275879,268,118,118,201
FrLrNA08_trimmed.sorted,FrLrNA08,5,Nimes,France,,,,,,,,,,,,,,14.8083333969116,9.83333301544189,35.1190490722656,649.600708007813,30.5,2.5,28,15.0833330154419,23.1833343505859,23.1833343505859,7.28333330154419,763,130,25,38.9396095275879,268,118,118,201
FrLrNA09_trimmed.sorted,FrLrNA09,5,Nimes,France,,,,,,,,,,,,,,14.8083333969116,9.83333301544189,35.1190490722656,649.600708007813,30.5,2.5,28,15.0833330154419,23.1833343505859,23.1833343505859,7.28333330154419,763,130,25,38.9396095275879,268,118,118,201
FrLrNA10_trimmed.sorted,FrLrNA10,5,Nimes,France,,,,,,,,,,,,,,14.8083333969116,9.83333301544189,35.1190490722656,649.600708007813,30.5,2.5,28,15.0833330154419,23.1833343505859,23.1833343505859,7.28333330154419,763,130,25,38.9396095275879,268,118,118,201
FrLrNA11_trimmed.sorted,FrLrNA11,5,Nimes,France,,,,,,,,,,,,,,14.8083333969116,9.83333301544189,35.1190490722656,649.600708007813,30.5,2.5,28,15.0833330154419,23.1833343505859,23.1833343505859,7.28333330154419,763,130,25,38.9396095275879,268,118,118,201
FrLrNA14_trimmed.sorted,FrLrNA14,5,Nimes,France,,,,,,,,,,,,,,14.8083333969116,9.83333301544189,35.1190490722656,649.600708007813,30.5,2.5,28,15.0833330154419,23.1833343505859,23.1833343505859,7.28333330154419,763,130,25,38.9396095275879,268,118,118,201
G18-AR-1_trimmed.sorted,G18-AR-1,12,AuAmRhein,Germany,,3,0,202,,,,0.43,7099.18,563.69,,,,10.3625001907349,8.82499980926514,33.8122596740723,661.596313476563,25.1000003814697,-1,26.1000003814697,17.0666656494141,6.28333330154419,18.6499996185303,2.36666679382324,825,89,57,16.2218112945557,250,174,221,192
G18-AR-10_trimmed.sorted,G18-AR-10,12,AuAmRhein,Germany,,32,34,58,14,54,15,0.34,6547.08,514.59,,,,10.3625001907349,8.82499980926514,33.8122596740723,661.596313476563,25.1000003814697,-1,26.1000003814697,17.0666656494141,6.28333330154419,18.6499996185303,2.36666679382324,825,89,57,16.2218112945557,250,174,221,192
G18-AR-2_trimmed.sorted,G18-AR-2,12,AuAmRhein,Germany,,0,0,171,,,,0.33,6890.37,567.2,,,,10.3625001907349,8.82499980926514,33.8122596740723,661.596313476563,25.1000003814697,-1,26.1000003814697,17.0666656494141,6.28333330154419,18.6499996185303,2.36666679382324,825,89,57,16.2218112945557,250,174,221,192
G18-AR-3_trimmed.sorted,G18-AR-3,12,AuAmRhein,Germany,,0,4,210,4,14,157,0.25,6178.54,547.07,,,,10.3625001907349,8.82499980926514,33.8122596740723,661.596313476563,25.1000003814697,-1,26.1000003814697,17.0666656494141,6.28333330154419,18.6499996185303,2.36666679382324,825,89,57,16.2218112945557,250,174,221,192
G18-AR-4_trimmed.sorted,G18-AR-4,12,AuAmRhein,Germany,,0,0,469,3,100,90,0.07,6706.71,515.75,,,,10.3625001907349,8.82499980926514,33.8122596740723,661.596313476563,25.1000003814697,-1,26.1000003814697,17.0666656494141,6.28333330154419,18.6499996185303,2.36666679382324,825,89,57,16.2218112945557,250,174,221,192
G18-AR-5_trimmed.sorted,G18-AR-5,12,AuAmRhein,Germany,,0,1,326,0,2,79,0.29,5937.52,547.45,,,,10.3625001907349,8.82499980926514,33.8122596740723,661.596313476563,25.1000003814697,-1,26.1000003814697,17.0666656494141,6.28333330154419,18.6499996185303,2.36666679382324,825,89,57,16.2218112945557,250,174,221,192
G18-AR-6_trimmed.sorted,G18-AR-6,12,AuAmRhein,Germany,,3,0,141,18,2,61,0.3,6786.35,548.43,,,,10.3625001907349,8.82499980926514,33.8122596740723,661.596313476563,25.1000003814697,-1,26.1000003814697,17.0666656494141,6.28333330154419,18.6499996185303,2.36666679382324,825,89,57,16.2218112945557,250,174,221,192
G18-AR-7_trimmed.sorted,G18-AR-7,12,AuAmRhein,Germany,,0,0,278,,,,0.46,7907.59,537.3,,,,10.3625001907349,8.82499980926514,33.8122596740723,661.596313476563,25.1000003814697,-1,26.1000003814697,17.0666656494141,6.28333330154419,18.6499996185303,2.36666679382324,825,89,57,16.2218112945557,250,174,221,192
G18-AR-8_trimmed.sorted,G18-AR-8,12,AuAmRhein,Germany,,51,15,22,,,,0.56,8015.52,444.37,,,,10.3625001907349,8.82499980926514,33.8122596740723,661.596313476563,25.1000003814697,-1,26.1000003814697,17.0666656494141,6.28333330154419,18.6499996185303,2.36666679382324,825,89,57,16.2218112945557,250,174,221,192
G18-AR-9_trimmed.sorted,G18-AR-9,12,AuAmRhein,Germany,,0,0,191,,,,0.55,3494.32,534.88,,,,10.3625001907349,8.82499980926514,33.8122596740723,661.596313476563,25.1000003814697,-1,26.1000003814697,17.0666656494141,6.28333330154419,18.6499996185303,2.36666679382324,825,89,57,16.2218112945557,250,174,221,192
G18-BB-1_trimmed.sorted,G18-BB-1,23,Barby,Germany,,,,,,,,,,,,,,9.125,8.11666679382324,31.4599475860596,656.981750488281,23.7000007629395,-2.09999990463257,25.8000011444092,15.6166667938232,4.65000009536743,17.2666664123535,1.15000009536743,532,64,30,23.9127368927002,171,103,171,107
G18-BB-2_trimmed.sorted,G18-BB-2,23,Barby,Germany,,,,,,,,,,,,,,9.125,8.11666679382324,31.4599475860596,656.981750488281,23.7000007629395,-2.09999990463257,25.8000011444092,15.6166667938232,4.65000009536743,17.2666664123535,1.15000009536743,532,64,30,23.9127368927002,171,103,171,107
G18-BB-3_trimmed.sorted,G18-BB-3,23,Barby,Germany,,,,,,,,,,,,,,9.125,8.11666679382324,31.4599475860596,656.981750488281,23.7000007629395,-2.09999990463257,25.8000011444092,15.6166667938232,4.65000009536743,17.2666664123535,1.15000009536743,532,64,30,23.9127368927002,171,103,171,107
G18-BD-11_trimmed.sorted,G18-BD-11,15,Buedingen,Germany,,11,9,329,105,13,0,0.21,7718.63,509.974,,,,9.33333301544189,8.18333339691162,32.4735450744629,656.209289550781,23.5,-1.70000004768372,25.2000007629395,5.21666669845581,5.11666679382324,17.5666656494141,1.45000004768372,806,82,53,13.4718608856201,224,171,218,203
G18-BD-12_trimmed.sorted,G18-BD-12,15,Buedingen,Germany,,139,0,0,,,,0.42,7330.31,,,,,9.33333301544189,8.18333339691162,32.4735450744629,656.209289550781,23.5,-1.70000004768372,25.2000007629395,5.21666669845581,5.11666679382324,17.5666656494141,1.45000004768372,806,82,53,13.4718608856201,224,171,218,203
G18-BD-14_trimmed.sorted,G18-BD-14,15,Buedingen,Germany,,1,4,207,,,,0.8,7806.93,487.564,,,,9.33333301544189,8.18333339691162,32.4735450744629,656.209289550781,23.5,-1.70000004768372,25.2000007629395,5.21666669845581,5.11666679382324,17.5666656494141,1.45000004768372,806,82,53,13.4718608856201,224,171,218,203
